product_id,product_name,price,description,materials,dimensions,weight,etsy_url,category
37,"10 Lavender heart soap favors, Lavender Soap Favors, Baby Shower Favor, Wedding Favors For Guests, Mini soap favors",6.99,"Soapy wedding favors are a great choice to thank your friends and guests after a long and important day.
These handmade heart-shaped soaps made by me specially for you are the perfect gift for your guests.
10 A small, cute heart-shaped soap is perfect as a gift for gifts for Baby Shower soap, gifts for a Girl or Boy or a Wedding Gift. They will miraculously decorate the bathroom / guest room or use them as a compliment. The soap is convenient for its small size or affordability.

Made with skin-friendly dyes and fragrances. You can choose the aroma and color of the desired soap. The soap contains goat's milk, clear glycerin and Shea's soap base.

*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*- Weight and dimensions *-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*

You get 10 bars of soap, total weight 3 ounces. 

*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*- Packaging *-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*

Each soap is packaged in a separately put into a little plastic bag and tied with a ribbon. Traditionally, I select the color of the tape for the color of the soap, if you need a certain color, let me know.


","Clear glycerin soap base, Colorant, fragrance, Shea soap base",1.5 x 0.5,0.5,https://www.etsy.com/listing/710171725/10-lavender-heart-soap-favors-lavender?ref=shop_home_active_11&crt=1,flowers
38,"6 Daisy Soap Favors, 6 Wedding soap favors, Daisy Bridal Shower Flower,  Baby Shower favor, Sunflower soap favors, Fall Baby Shower",15,"This listing is for 6 daisies soap bars.

Daisies are such cheerful, happy-looking flowers. Get these 6 beautiful daisies soaps for your mom, girlfriend, daughter or any other fun occasions or new beginnings. A Daisy symbolizes innocence and purity. 

Made with skin safe colorants and fragrances. The soap contains goat milk, clear glycerin and Shea soap base. 

 
","Goat milk soap base, Clear glycerin soap base, Colorant, fragrance",3,1.2,https://www.etsy.com/listing/677820939/6-daisy-soap-favors-6-wedding-soap?ref=shop_home_active_25,flowers
39,"Stocking stuffers, Lump of Coal Soap Stocking Stuffer, Christmas soap favors, Holiday decorations, Holiday cheer soap",5,"Someone was naughty and not so nice this year in your household ? Charcoal soap is a great fun old fashion filler for a Christmas stocking or a gag gift for misbehaved kid or adult! Great for those naughty boys and girls!      

Bright, creating a wonderful mood/holiday cheer  for the coming Christmas will successfully complement your gift to loved ones.
Santa's shoe Christmas soap will create a Holiday cheer for your loved ones, even if they are sent from afar.
Each soap is individually packaged and has a Happy Holidays tag.
You can take care of your loved ones and send them a parcel with Christmas soap and a small note of wishes.

If you need a different color, let me know in the message.

*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*- Packaging *-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*

Each soap is packaged in a separately put into a little plastic bag and tied with a ribbon. Traditionally, I select the color of the tape for the color of the soap, if you need a certain color, let me know.

*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*- *-*-*-*-*-* Tags *-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*

Write: 
1. Date of party 
2. Tag color option
3. Text that you wish


Soap made with skin safe colorants and fragrances. The soap contains clear glycerin and Shea soap base. 

","Glycerin soap base, Colorants, Natural fragrance oils",2 x 2.5,1.6,https://www.etsy.com/listing/885692356/stocking-stuffers-lump-of-coal-soap?ref=shop_home_active_22&crt=1,holidays
40,"Large Macarons Soap Gift Set of 3, LARGE Macaron Soap Party Favors, Paris Theme Birthday Party, Macaroons, French Favors",6.5,"French Macaron Soap set of 3 pieces.

Purple-  smell of lavender
Yellow- citrus with a bright hint of lemon
Green - mint smell

A cute and bright set of soap will wonderfully decorate your bath or will be a nice gift for your guests. Perfect as a gift for baby shower, birthday and other holidays.


 
","goat milk soap base, colorant, fragrance",1.8 x 1 x 1.8,1.3,https://www.etsy.com/listing/714630981/large-macarons-soap-gift-set-of-3-large?ref=shop_home_active_24&crt=1,novelty/gag gift
41,"Stocking stuffer for toddler soap, Nautical Soap, Anchor soap favors, Ocean Soap, Beach Wedding soap favors",5,"Sea anchor is an ideal choice for a baby shower for a boy or a theme party.
You can change the main color of the anchor.

Soap ocean anchor  souvenirs are a great choice to thank your friends and guests for coming to celebrate your baby's arrival in this world.
These anchor soap made especially for you are the perfect gift for your guests.

Made with skin safe colorants and fragrances. The soap contains goat milk, clear glycerin and Shea soap base. 
 
","Goat milk soap base, Clear glycerin soap base, Colorant, fragrance",3 x 3,1.5,https://www.etsy.com/listing/714901944/stocking-stuffer-for-toddler-soap?ref=shop_home_active_12,novelty/gag gift
42,"Large French Macaron Soap, Cake Soap, Dessert Soap, LARGE Macaron Soap Party Favors, Paris Theme Birthday Party, Macaroons, French Favors",1.99,"Are you planning hosting a Bridal Shower any Birthday party with a Paris cafe theme? These gorgeous Macaron Soaps are the perfect French party favor.
Perfect as a gift for baby shower, birthday and other holidays like fake cake. 

*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*- Packaging *-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*

Each soap is packaged in a separately put into a little plastic bag and tied with a ribbon. Traditionally, I select the color of the tape for the color of the soap, if you need a certain color, let me know.


*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*- *-*-*-*-*-* Tags *-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
Write: 
1. Date of party 
2. Tag color option
3. Text that you wish

All soaps are packed in transparent plastic bags, tied with a tag and ribbon. You receive your order assembled. I am sending you a tag variant before sending it to print. Please check your mail.




 
","goat milk soap base, colorant, fragrance",1.8 x 1.8,1.3,https://www.etsy.com/listing/714871235/large-french-macaron-soap-cake-soap?ref=shop_home_active_13&crt=1,novelty/gag gift
43,"Pregnant woman soap, Tummy bump soap, Infant & Mom Soap",6.5,"Nice and gentle gift for the future mother. In one piece of soap shows all the beauty of a pregnant belly.
Choose your own background color for the silhouette of a girl.","goat milk soap base, colorant, fragrance",2.4 x 1.2 x 3.1,3,https://www.etsy.com/listing/701561414/pregnant-woman-soap-tummy-bump-soap?ref=shop_home_active_14,baby shower
44,"Peony Soap, Perfect Little Peonies,Peony flower, Wedding Favors or Bridal Gift, Bachelorette party favor, Gift for teacher,",2.75,"The beautiful garden peony flower smells unusually boldly like summer grass and the sweetness of the solar wind. It's like a kiss of the wind in the garden.

Are you planning a baby or bridal shower for girl? These peony's looks so gentle and wonderful so you just want keep them in your hands and look at them all the time. Please your girlfriend or daughter with this gift for baby shower or any other fall special occasion.
Juicy and bright peony soap is just perfect! Each soap is handmade by me to order according to your choice of colors and aromas.
Your order includes 1 package with 1 soap (peony). You will be delighted with charming peony's!

If you need a different peony color, let me know in the message.

*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*- Packaging *-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*

Each soap is packaged in a separately put into a little plastic bag and tied with a ribbon. Traditionally, I select the color of the tape for the color of the soap, if you need a certain color, let me know.


Soap made with skin safe colorants and fragrances. The soap contains goat milk, clear glycerin and Shea soap base. 

  


 
","Goat milk soap base, Clear glycerin soap base, Colorant, fragrance",1.5 x 1.5,1,https://www.etsy.com/listing/726133446/peony-soap-perfect-little-peoniespeony?ref=shop_home_active_26&crt=1,flowers
45,"Dolphin baby shower soap favors, Animal Soap, Nautical Birthday Under the Sea Theme, Ocean Soap",2,"Price is for one dolphin of your choice.

Small dolphin: length 3"", width 1"", weight  0.7 oz (20 gram)
Big dolphin: length 4.5"", width 2"", weight  2.1 oz (60 gram)

If you plan to hold a party in the marine theme or birthday, baby shower then friendly dolphins are a wonderful gift for your guests.
Did you know that every dolphin in the ocean has a name that he answers when his name is other dolphins?


Made with skin safe colorants and fragrances. The soap contains goat milk, clear glycerin and Shea soap base. 
","Goat milk soap base, Clear glycerin soap base, Colorant, fragrance",,,https://www.etsy.com/listing/728966195/dolphin-baby-shower-soap-favors-animal?ref=shop_home_active_25,novelty/gag gift
46,"Stocking Stuffer, Mitten Soap Favors, Baby Shower Favors, Gift for kids, Baby Sprinkle Favors, Gift for friend, teacher, class",5,"Are you planning this winter baby or make a gift to classmates or a teacher? This knitted soap mittens looks so gentle and wonderful that you just want to hold them in your hands and look at them all the time.
Warm and bright knitted soap is just perfect and creates a mood! Each soap is hand-made to order according to your choice of colors and aromas. Your order includes 1 package with 1 soap (mittens). You will be delighted with charming mittens! 
If you need a different color or quantity, just let me know your request through a private message.

*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*- Packaging *-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*

Each soap is packaged in a separately put into a little plastic bag and tied with a ribbon. Traditionally, I select the color of the tape for the color of the soap, if you need a certain color, let me know.

*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*- *-*-*-*-*-* Tags *-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*

Write: 
1. Date of party 
2. Tag color option
3. Text that you wish


Soap made with skin safe colorants and fragrances. The soap contains goat milk, clear glycerin and Shea soap base. 

","Goat milk soap base, Clear glycerin soap base, Colorant, fragrance",3 x 2.5,3.5,https://www.etsy.com/listing/758408305/stocking-stuffer-mitten-soap-favors-baby?ref=shop_home_active_5,holidays
47,"Poinsettia soap, Peppermint soap, Christmas soap, Stocking Stuffer for mam",5,"Bright, juicy red with a golden core, the traditional winter poinsettia flower will be a welcome addition to the Christmas stocking. Packaged in a transparent bag and tied with a ribbon. 
Each soap is handmade by me to order according to your choice of colors and aromas. Your order includes 1 package with 1 soap (poinsettia). 
If you need a different color or quantity  just let me know your request through personal message.

*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*- Packaging *-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*

Each soap is packaged in a separately put into a little plastic bag and tied with a ribbon. Traditionally, I select the color of the tape for the color of the soap, if you need a certain color, let me know.


Soap made with skin safe colorants and fragrances. The soap contains goat milk, clear glycerin and Shea soap base. 

 
","Goat milk soap base, Clear glycerin soap base, Colorant, fragrance",4 x 4,2.5,https://www.etsy.com/listing/884675128/poinsettia-soap-peppermint-soap?ref=shop_home_active_2,flowers
48,"20 Baby Angel Soaps, 20 Baby shower favors soaps, 20 Angel Soaps, Pink rose, 20 Unique baby shower favors, 20 Rose baby shower soap",123,"The gentle combination of a sleeping angel in a rose will be a great choice for your baby shower.
This listing is for 20 babies sleeping on a rose.

*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*- Packaging *-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*

Each soap is packaged in a separately put into a little plastic bag and tied with a ribbon. Traditionally, I select the color of the tape for the color of the soap, if you need a certain color, let me know.


*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*- *-*-*-*-*-* Tags *-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*

Write: 
1. Date of party 
2. Tag color option
3. Text that you wish


Made with skin safe colorants and fragrances. The soap contains goat milk, clear glycerin and Shea soap base. 

","Goat milk soap base, glycerin, Shea butter, fragrance, color",2.5 x 3.0 x 1.5,2.2,https://www.etsy.com/listing/691211003/20-baby-angel-soaps-20-baby-shower?ref=shop_home_active_32,baby shower
49,"Vagina soap, decorative soap, adult soap, gag gift for women, valentine gift, sexy soap.",2,"Super funny soap for you and your loved one's. Just put this piece and wait for incredibly loud laugh from the bath!

Made with skin safe colorants and fragrances. 

The soap contains glycerin and Shea soap base.","Goat milk soap base, glycerin soap base, fragrance, color",,,https://www.etsy.com/listing/720935617/vagina-soap-decorative-soap-adult-soap?ref=shop_home_active_12&crt=1,novelty/gag gift
50,"10 Lavender Wedding Soap Hearts, Lavender theme party, Purple Lavender Wedding theme Party soap decoration set",6,"Set of 10+ little cute heart-shaped soaps with added gold jojoba oil pearls are wonderful as a gift for soap gifts for Baby Shower, gifts for girls or for boys Baby Shower or wedding gifts. They wonderfully decorate the bathroom, guest room or use them as a compliment. These hearts look like a luxury gift for your guests.
The soap is convenient for its small size or affordability. Please select colors and smells from the list, if you have additional questions, please contact me!

You get 10 bars of soap, total weight 3 ounces

Made with skin-friendly dyes and fragrances. You can choose the aroma and color of the desired soap. The soap contains goat's milk, clear glycerin and Shea's soap base.
","Goat milk soap base, Clear glycerin soap base, Colorant, fragrance, Jojoba Seed Oil",1.5 x 0.5,0.5,https://www.etsy.com/listing/818673881/10-lavender-wedding-soap-hearts-lavender?ref=shop_home_active_21,flowers
51,"Stocking Stuffer, Christmas Tree Soap Favors, Christmas Forest Soap, Baby Shower Favors, Gift for kids, Gift for friend, teacher, class",3,"Limited Christmas Soap with Xmas Tree. Small, comfortable size fits wonderfully in a stocking stuffer.

 Your order includes 1 package with 1 soap bar. You will be delighted with charming Xmas Tree! 
If you need a different color or quantity, just let me know your request through a private message.

*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*- Packaging *-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*

Each soap is packaged in a separately put into a little plastic bag and tied with a ribbon. Traditionally, I select the color of the tape for the color of the soap, if you need a certain color, let me know.

*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*- *-*-*-*-*-* Tags *-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*

Write: 
1. Date of party 
2. Tag color option
3. Text that you wish

Soap made with skin safe colorants and fragrances. The soap contains goat milk, clear glycerin and Shea soap base. 

","Goat milk soap base, Clear glycerin soap base, Colorant, fragrance",2.5 x 2.5,2,https://www.etsy.com/listing/758427001/stocking-stuffer-christmas-tree-soap?ref=shop_home_active_3,holidays
52,"Stockings stuffer for husband, Art sexy body, Boobs soap,  Bust female soap, Adult soap",8,"Graceful curves of a female body in one bar of soap. 
Make a present for your husband / boyfriend or just a gag gift for your friends. The soap fits wonderfully in the hand and leaves a scented lather on the curves of her body.

Made with skin safe colorants and fragrances. 

The soap contains glycerin and Shea soap base.","Glycerin soap base, Shea butter soap base, Color, Fragrance",4 x 2.5 x 0.7 ,2.3,https://www.etsy.com/listing/893472282/stockings-stuffer-for-husband-art-sexy?ref=shop_home_active_15&crt=1,novelty/gag gift
53,"Seashell soap favor, Beach soap",3.5,"Seashell Soap is perfect for a gift to your guests. Made from natural glycerin soap, with Walnut Shells and some glitter.

*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*- Packaging *-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*

Each soap is packaged in a separately put into a little plastic bag and tied with a ribbon. Traditionally, I select the color of the tape for the color of the soap, if you need a certain color, let me know.


*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*- *-*-*-*-*-* Tags *-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*

Write: 
1. Date of party 
2. Tag color option
3. Text that you wish


Made with skin safe colorants and fragrances. The soap contains goat milk, clear glycerin and Shea soap base. 

","Clear glycerin soap base, Walnut Shells, Colorant, Fragrance, Glitter",2.5 x 2.5,1.6,https://www.etsy.com/listing/827863942/seashell-soap-favor-beach-soap?ref=shop_home_active_35,novelty/gag gift
54,"Baby feet soap favor, Baby shower favor, Baby shower girl favor, Baby shower boy favor, From my shower to yours, Foot shape soap, Foot shape",2.5,"Baby feet soap favor.

This list is for 1 (one) bar of soap.

Unique and cute handmade soap, made with love and care. Each piece looks like a small piece of art. You can buy a piece or gift set for a special and dear person in your life.A wonderful souvenir with a pleasant aroma on the occasion of the birth of your baby.


Made with skin-friendly dyes and fragrances. You can choose the aroma and color of the desired soap. The soap contains goat's milk, clear glycerin and Shea's soap base.","Goat milk soap base, Clear glycerin soap base, Colorant, fragrance",1.7 x 2.1,1.1,https://www.etsy.com/listing/708886001/baby-feet-soap-favor-baby-shower-favor?ref=shop_home_active_30,baby shower
55,"Set of 60 Pacifier soap favors, Baby shower favors soaps, Girl baby shower favor",117,"Soap pacifier souvenirs are a great choice to thank your friends and guests for coming to celebrate your baby's arrival in this world.
These pacifier soap made especially for you are the perfect gift for your guests.
Your order includes 1 package with  60 soaps (pacifiers).
If you need a different color or quantity  just let me know your request through personal message.

Made with skin safe colorants and fragrances. The soap contains goat milk, clear glycerin and Shea soap base. ","Goat milk soap base, Clear glycerin soap base, Colorant, fragrance",2.8 x 3,,https://www.etsy.com/listing/722163889/set-of-60-pacifier-soap-favors-baby?ref=shop_home_active_33,baby shower
56,"Gerber soap favor, Daisy Soap Favor, Wedding soap favor",2.5,"Gerber are so funny, beautiful-looking flower.
Gerber can be a wonderful gift in the Easter basket for man!

Get this beautiful chamomile soap for your dad, boyfriend, grandfather or any other fun occasions or new beginnings.
Gerber symbolizes innocence and purity.

Made with skin-friendly dyes and fragrances. You can choose the aroma and color of the desired soap. 
The soap contains goat's milk, clear glycerin and Shea's soap base.","Goat milk soap base, Clear glycerin soap base, Colorant, fragrance",6,3.5,https://www.etsy.com/listing/710874511/gerber-soap-favor-daisy-soap-favor?ref=shop_home_active_31,flowers
57,"Rocking horse soap favors, Horse Soap Favor, Pony Soap Favors, Pony Themed Birthday, Cowgirl Birthday Party, Carousel, Baby Shower Favor",2.2,"Horsey horsey don't you stop
Just let your feet go clippetty clop
The tail goes swish and the wheels go round
Giddy up, we're homeward bound

*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*- Packaging *-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*

Each soap is packaged in a separately put into a little plastic bag and tied with a ribbon. Traditionally, I select the color of the tape for the color of the soap, if you need a certain color, let me know.


*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*- *-*-*-*-*-* Tags *-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*

Write: 
1. Date of party 
2. Tag color option
3. Text that you wish


Made with skin safe colorants and fragrances. The soap contains goat milk, clear glycerin and Shea soap base. 

  

 
","Goat milk soap base, Clear glycerin soap base, Colorant, fragrance",3 x 2.7,1.2,https://www.etsy.com/listing/726147124/rocking-horse-soap-favors-horse-soap?ref=shop_home_active_23,baby shower
58,"Honey Bee Soap, Bee Honeycomb Soap Favors, Bee baby shower favors, Honey Baby Shower, Wedding Honey Favors",27,"Honey bees are wonderful gifts to add to your basket wedding greetings, baby showers, birthdays and many other important events for you.
With this honey soap, guests of your wedding will be delighted and take home unforgettable memories of such a special and beautiful day.
The soap has the shape of a honeycomb and a bee, filled with the sweet aroma of honey and oatmeal, I want to eat them!

*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*- Packaging *-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*

Each soap is packaged in a separately put into a little plastic bag and tied with a ribbon. Traditionally, I select the color of the tape for the color of the soap, if you need a certain color, let me know.


*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*- *-*-*-*-*-* Tags *-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*

Write: 
1. Date of party 
2. Tag color option
3. Text that you wish


Made with skin safe colorants and fragrances. The soap contains goat milk, clear glycerin and Shea soap base. 

  

 
","Goat milk soap base, Clear glycerin soap base, Colorant, fragrance",2.5 x 2.5,1.6,https://www.etsy.com/listing/799975544/honey-bee-soap-bee-honeycomb-soap-favors?ref=shop_home_active_28,seasons
59,"10 Pink Pumpkin Soap Party Favors, Halloween Party, Fall Wedding Favors, Girl Baby Shower, Bridal, Gender Reveal, Sprinkle, Mini pumpkin",25,"Look carefully at the size of the decorative soap!
Are you planning an autumn pink pumpkin baby or bridal shower for girl? These pink pumpkins looks so gentle and wonderful so you just want keep them in your hands and look at them all the time. Please your girlfriend or daughter with this gift for baby shower or any other fall special occasion.
Juicy and bright pumpkin soap is just perfect! Each soap is handmade by me to order according to your choice of colors and aromas. Your order includes 1 package with 10 soaps (pumpkins). You will be delighted with charming pumpkins! If you need a different color or quantity  just let me know your request through personal message.

If you need a different pumpkin color, let me know in the message.

*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*- Packaging *-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*

Each soap is packaged in a separately put into a little plastic bag and tied with a ribbon. Traditionally, I select the color of the tape for the color of the soap, if you need a certain color, let me know.


Soap made with skin safe colorants and fragrances. The soap contains goat milk, clear glycerin and Shea soap base. ","Goat milk soap base, Clear glycerin soap base, Colorant, fragrance",1.5 x 1.5,1,https://www.etsy.com/listing/726790808/10-pink-pumpkin-soap-party-favors?ref=shop_home_active_9,seasons
60,"10 Wedding Heart soap favors, Bridal Shower Soap Favors, Baby Shower Favor, Wedding Favors For Guests",6.99,"Soapy wedding favors are a great choice to thank your friends and guests after a long and important day.
These handmade heart-shaped soaps made by me specially for you are the perfect gift for your guests.
10 A small, cute heart-shaped soap is perfect as a gift for gifts for Baby Shower soap, gifts for a Girl or Boy or a Wedding Gift. They will miraculously decorate the bathroom / guest room or use them as a compliment. The soap is convenient for its small size or affordability.

Made with skin-friendly dyes and fragrances. You can choose the aroma and color of the desired soap. The soap contains goat's milk, clear glycerin and Shea's soap base.

*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*- Weight and dimensions *-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*

You get 10 bars of soap, total weight 3 ounces. 

*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*- Packaging *-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*

Each soap is packaged in a separately put into a little plastic bag and tied with a ribbon. Traditionally, I select the color of the tape for the color of the soap, if you need a certain color, let me know.
","Clear glycerin soap base, Colorant, fragrance, Shea soap base",1.5 x 0.5,0.5,https://www.etsy.com/listing/817646805/10-wedding-heart-soap-favors-bridal?ref=shop_home_active_14,wedding
61,"Teen stocking soap, Hand Gun Soap Party Favors, Pistol soap, Gun favors, Gift for Husband or Boyfriend, Anniversary gifts for boyfriend",7,"Water gun is an excellent choice for a theme party with video games, Nerf Gun's birthday, pool parties. It`s perfect gift for your dad, boyfriend, son, brother.

Made with skin safe colorants and fragrances. 

The soap contains glycerin and Shea soap base.

This gun soap comes in a clear cellophane bag tied with a bow.","Glycerin soap base, Fragrance, colorants",4 x 2.5 x 0.7,2.3,https://www.etsy.com/listing/660935540/teen-stocking-soap-hand-gun-soap-party?ref=shop_home_active_7&crt=1,novelty/gag gift
62,"Set of 20 Pacifier soap favors, Baby shower soap favors (Set of 20)",34.99,"Soap pacifier souvenirs are a great choice to thank your friends and guests for coming to celebrate your baby's arrival in this world.
These pacifier soap made especially for you are the perfect gift for your guests.

Made with skin safe colorants and fragrances. The soap contains goat milk, clear glycerin and Shea soap base. 
","Goat milk soap base, Clear glycerin soap base, Colorant, fragrance",2.8 x 3,,https://www.etsy.com/listing/720696249/set-of-20-pacifier-soap-favors-baby?ref=shop_home_active_4,baby shower
63,"Red Santa Boots, Santa's boots soap, Christmas soap favors, Santa's Holiday Stocking, Holiday cheer soap",3.2,"Santa's boot is a great filler for a Christmas stocking or a gift for colleagues! Bright, creating a wonderful mood/holiday cheer  for the coming Christmas will successfully complement your gift to loved ones.
Santa's shoe Christmas soap will create a Holiday cheer for your loved ones, even if they are sent from afar.
Each soap is individually packaged and has a Happy Holidays tag.
You can take care of your loved ones and send them a parcel with Christmas soap and a small note of wishes.

If you need a different color, let me know in the message.

*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*- Packaging *-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*

Each soap is packaged in a separately put into a little plastic bag and tied with a ribbon. Traditionally, I select the color of the tape for the color of the soap, if you need a certain color, let me know.

*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*- *-*-*-*-*-* Tags *-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*

Write: 
1. Date of party 
2. Tag color option
3. Text that you wish


Soap made with skin safe colorants and fragrances. The soap contains clear glycerin and Shea soap base. 

","Glycerin soap base, Colorants, Natural fragrance oils",2 x 2.5,1.6,https://www.etsy.com/listing/898707909/red-santa-boots-santas-boots-soap?ref=shop_home_active_10,holidays
64,"Easter basket stuff. Easter Bunny soap, Easter basket idea. Easter decor.  Easter Gift For Kids. Soap Bunny",5,"This charming soap is asking to be in your hands and wants to put a smile on your face.
Cute little rabbit is created from a safe glycerin base with the addition of hypoallergenic dyes and soft flavors for cleansing of the skin and your hands.
The photographs of the listing above show colors from the possible options. The first rabbit is made in beige tones with the addition of the smell of sweet almond. The second rabbit is light gray, with a blue tone added. It has the smell of lavender.
The list of colors is extensive, let me know what color, aroma
that you wish. If you need more fragrances or a special rabbit eye color, also please
let me know. 

Price is for one bunny of your choice.","Goat milk soap base, glycerin, Shea butter, fragrance, color",,,https://www.etsy.com/listing/673574250/easter-basket-stuff-easter-bunny-soap?ref=shop_home_active_7,holidays
65,"Easter Basket stuffers, Bunny soap, bunny soap party favors",6.5,"This charming soap is asking to be in your hands and wants to put a smile on your face.
Cute little rabbit is created from a safe glycerin base with the addition of hypoallergenic dyes and soft flavors for cleansing of the skin and your hands.
The photographs of the listing above show colors from the possible options. The first is made in purple' tones with the addition of the smell of sweet almond or lavender.
The list of colors is extensive, let me know what color, aroma+ that you wish. If you need more fragrances or a special bunny  eye color, also please
let me know. 

Price is for one bunny of your choice.
","Goat milk soap base, glycerin, Shea butter, fragrance, color", 2 x 2.36 x 2.75,4.2,https://www.etsy.com/listing/677377772/easter-basket-stuffers-bunny-soap-bunny?ref=shop_home_active_15,holidays
66,"Stocking stuffer for toddler soap, Pony soap, Pony Party favors, My little pony g1, Pony birthday outfit, Horse",7,"Pony soap

Baby soap can be the perfect gift for a birthday, Easter, baby shower or for any occasion desired.

Pony eyes are painted with acrylic paints, they are washed away when used.","Glycerin soap, fragrance oil, colorant, Fragrance, acrylic paints",3.9 x 2.4 x 1.6 ,4,https://www.etsy.com/listing/676558679/stocking-stuffer-for-toddler-soap-pony?ref=shop_home_active_5,baby shower
